PLAYER,CURRENTTEAM,AGE,DATE OF BIRTH,POS,HANDED,DRAFTED,EXTENSION,SIGNING DATE,SIGNING AGE,CLAUSE,LENGTH,EXPIRY,EXP. YEAR,CAP HIT,CAP HIT %,AAV,SALARY,BASE SALARY,S.BONUS,PlayerId,TYPE,TEAM,TEAMS
William Borgen,SEA,24.0,1996-12-19,RD,Right,92 - Round 4 - 2015 (BUF),False,2021-08-05,24.0,,2.0,RFA,2023.0,900000.0,1.1,900000.0,900000.0,900000.0,0.0,8478840.0,Standard,SEA,SEA
Colton White,ANA,24.0,1997-05-03,LD,Left,97 - Round 4 - 2015 (NJD),True,2021-07-14,24.0,,1.0,UFAGroup 6,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8478841.0,Standard,NJD,NJD
Christian Wolanin,VAN,26.0,1995-03-17,LD,Left,107 - Round 4 - 2015 (OTT),True,2021-07-06,26.0,,1.0,UFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8478846.0,Standard,BUF,"LAK,BUF"
Alexandre Carrier,NSH,24.0,1996-10-08,RD,Right,115 - Round 4 - 2015 (NSH),True,2020-04-15,23.0,,3.0,RFA,2023.0,733333.0,0.9,733333.0,750000.0,750000.0,0.0,8478851.0,Standard,NSJ,NSJ
Ryan Shea,DAL,24.0,1997-02-11,LD,Left,121 - Round 4 - 2015 (CHI),False,2020-08-18,23.0,,2.0,RFA,2022.0,925000.0,1.1,1562500.0,925000.0,832500.0,92500.0,8478854.0,Entry-Level,DAL,DAL
Devante Stephens,-,24.0,1997-01-02,D,Left,122 - Round 5 - 2015 (BUF),False,2021-07-28,24.0,,1.0,UFAGroup 6,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8478855.0,Standard,VAN,VAN
Conor Garland,VAN,25.0,1996-03-11,"RW, LW",Right,123 - Round 5 - 2015 (ARI),True,2021-07-27,25.0,,5.0,UFA,2026.0,4950000.0,6.1,4950000.0,3750000.0,3750000.0,0.0,8478856.0,Standard,VAN,VAN
Dmytro Timashov,-,24.0,1996-10-01,LW,Left,125 - Round 5 - 2015 (TOR),False,2021-09-16,24.0,,1.0,RFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8478857.0,Standard,NYI,NYI
Niko Mikkola,STL,25.0,1996-04-27,LD,Left,127 - Round 5 - 2015 (STL),True,2020-01-30,24.0,,2.0,RFA,2022.0,787500.0,1.0,787500.0,787500.0,787500.0,0.0,8478859.0,Standard,STL,STL
Joseph Cecconi,DAL,24.0,1997-05-23,RD,Right,133 - Round 5 - 2015 (DAL),False,2021-08-03,24.0,,1.0,UFAGroup 6,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8478863.0,Standard,DAL,DAL
Kirill Kaprizov,MIN,24.0,1997-04-26,"LW, RW",Left,135 - Round 5 - 2015 (MIN),False,2021-09-21,24.0,,5.0,UFA,2026.0,9000000.0,11.0,9000000.0,5000000.0,5000000.0,0.0,8478864.0,Standard,MIN,MIN
Dominik Simon,-,26.0,1994-08-08,"RW, LW",Left,137 - Round 5 - 2015 (PIT),False,2021-07-28,26.0,,1.0,UFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8478866.0,Standard,PIT,"ANA,PIT"
Spencer Smallman,COL,24.0,1996-09-09,RW,Right,138 - Round 5 - 2015 (CAR),True,2021-07-23,24.0,,1.0,UFAGroup 6,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8478867.0,Standard,CAR,CAR
Christian Jaros,-,25.0,1996-04-02,RD,Right,139 - Round 5 - 2015 (OTT),True,2021-07-26,25.0,,1.0,RFA,2022.0,800000.0,1.0,800000.0,800000.0,800000.0,0.0,8478868.0,Standard,NJD,NJD
Rūdolfs Balcers,FLA,24.0,1997-04-08,"LW, RW",Left,142 - Round 5 - 2015 (SJS),True,2021-07-22,24.0,,2.0,RFA,2023.0,1550000.0,1.9,1550000.0,1250000.0,1250000.0,0.0,8478870.0,Standard,SJS,SJS
Karel Vejmelka,ARI,25.0,1996-05-25,G,Right,145 - Round 5 - 2015 (NSH),False,2021-05-04,25.0,,1.0,RFA,2022.0,842500.0,1.0,925000.0,842500.0,750000.0,92500.0,8478872.0,Entry-Level,ARI,ARI
Troy Terry,ANA,23.0,1997-09-10,"RW, C",Right,148 - Round 5 - 2015 (ANA),True,2020-07-14,22.0,,3.0,RFA,2023.0,1450000.0,1.8,1450000.0,1450000.0,1450000.0,0.0,8478873.0,Standard,ANA,ANA
Adam Gaudette,TOR,24.0,1996-10-03,"C, RW",Right,149 - Round 5 - 2015 (VAN),True,2021-07-26,24.0,,1.0,UFANo QO,2022.0,997500.0,1.2,997500.0,997500.0,997500.0,0.0,8478874.0,Standard,OTT,"CHI,OTT"
Brett Seney,CHI,25.0,1996-02-28,"C, LW",Left,157 - Round 6 - 2015 (NJD),False,2021-07-29,25.0,,1.0,UFAGroup 6,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8478881.0,Standard,TOR,TOR
Vladislav Gavrikov,CBJ,25.0,1995-11-21,LD,Left,159 - Round 6 - 2015 (CBJ),False,2020-11-05,24.0,,3.0,UFA,2023.0,2800000.0,3.4,2800000.0,2550000.0,2550000.0,0.0,8478882.0,Standard,CBJ,CBJ
Cameron Hughes,SEA,24.0,1996-10-09,"C, LW",Left,165 - Round 6 - 2015 (BOS),True,2021-07-07,24.0,,1.0,UFAGroup 6,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8478888.0,Standard,BOS,BOS
Mason Appleton,WPG,25.0,1996-01-15,RW,Right,168 - Round 6 - 2015 (WPG),False,2020-10-09,24.0,,2.0,RFA,2022.0,900000.0,1.1,900000.0,900000.0,900000.0,0.0,8478891.0,Standard,SEA,"SEA,WPG"
Erik Källgren,TOR,24.0,1996-10-14,G,Left,183 - Round 7 - 2015 (ARI),False,2021-05-19,24.0,,2.0,RFA,2023.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8478902.0,Standard,TOR,TOR
Adam Huska,-,24.0,1997-05-12,G,Left,184 - Round 7 - 2015 (NYR),False,2021-08-03,24.0,,1.0,UFAGroup 6,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8478903.0,Standard,NYR,NYR
Steven Lorentz,SJS,25.0,1996-04-13,"LW, RW, C",Left,186 - Round 7 - 2015 (CAR),False,2020-10-15,24.0,,2.0,RFA,2022.0,725000.0,0.9,725000.0,750000.0,750000.0,0.0,8478904.0,Standard,CAR,CAR
Markus Nutivaara,SJS,27.0,1994-06-06,LD/RD,Left,189 - Round 7 - 2015 (CBJ),True,2018-03-29,24.0,,4.0,UFA,2022.0,2700000.0,3.6,2700000.0,3300000.0,3300000.0,0.0,8478906.0,Standard,FLA,FLA
Matt Roy,LAK,26.0,1995-03-01,RD,Right,194 - Round 7 - 2015 (LAK),True,2021-03-21,26.0,,3.0,UFA,2024.0,3150000.0,3.9,3150000.0,2000000.0,2000000.0,0.0,8478911.0,Standard,LAK,LAK
Sami Niku,-,24.0,1996-10-10,LD/RD,Left,198 - Round 7 - 2015 (WPG),False,2021-09-24,24.0,,1.0,UFAGroup 6,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8478915.0,Standard,MTL,MTL
Joey Daccord,SEA,24.0,1996-08-19,G,Left,199 - Round 7 - 2015 (OTT),False,2020-10-17,23.0,,3.0,RFA,2023.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8478916.0,Standard,SEA,SEA
Michael McNiven,-,23.0,1997-07-09,G,Left,-,False,2021-08-06,23.0,,1.0,UFANo QO,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8478933.0,Standard,MTL,"CGY,MTL,OTT"
Kole Sherwood,-,24.0,1997-01-22,"RW, C",Right,-,False,2021-07-29,24.0,,1.0,UFAGroup 6,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8478949.0,Standard,NSJ,"NSJ,OTT"
Ken Appleby,NYI,26.0,1995-04-10,G,Left,-,False,2021-04-09,25.0,,2.0,UFA,2022.0,725000.0,0.9,725000.0,750000.0,750000.0,0.0,8478965.0,Standard,NYI,NYI
Lane Pederson,VAN,23.0,1997-08-04,C,Right,-,False,2021-07-28,23.0,,2.0,RFA,2023.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8478967.0,Standard,SJS,SJS
Jalen Chatfield,CAR,25.0,1996-05-15,RD,Right,-,False,2021-07-29,25.0,,1.0,RFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8478970.0,Standard,CAR,CAR
Connor Ingram,ARI,24.0,1997-03-31,G,Left,88 - Round 3 - 2016 (TBL),True,2020-03-23,23.0,,3.0,RFA,2023.0,733333.0,0.9,733333.0,750000.0,750000.0,0.0,8478971.0,Standard,NSJ,NSJ
Mason Marchment,DAL,26.0,1995-06-18,"LW, RW",Left,-,True,2021-04-05,26.0,,1.0,UFA,2022.0,800000.0,1.0,800000.0,800000.0,800000.0,0.0,8478975.0,Standard,FLA,FLA
Cavan Fitzgerald,CAR,24.0,1996-08-23,LD,Left,-,False,2021-05-11,24.0,,2.0,RFA,2023.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8478981.0,Standard,CAR,CAR
Adam Brooks,PHI,25.0,1996-05-06,C,Left,92 - Round 4 - 2016 (TOR),True,2020-05-14,24.0,,2.0,UFAGroup 6,2022.0,725000.0,0.9,725000.0,750000.0,750000.0,0.0,8478996.0,Standard,VGK,"VGK,WPG,MTL,TOR"
Philippe Myers,TBL,24.0,1997-01-25,RD,Right,-,False,2020-12-08,23.0,,3.0,RFA,2023.0,2550000.0,3.1,2550000.0,2550000.0,2200000.0,350000.0,8479026.0,Standard,NSJ,NSJ
Ryan Lomberg,FLA,26.0,1994-12-09,"LW, C",Left,-,False,2020-10-09,25.0,,2.0,UFA,2022.0,725000.0,0.9,725000.0,750000.0,750000.0,0.0,8479066.0,Standard,FLA,FLA
Casey DeSmith,PIT,29.0,1991-08-13,G,Left,-,True,2019-01-11,27.0,,3.0,UFA,2022.0,1250000.0,1.6,1250000.0,1500000.0,1500000.0,0.0,8479193.0,Standard,PIT,PIT
Andrew Poturalski,SEA,27.0,1994-01-14,C,Right,-,False,2021-08-11,27.0,,1.0,UFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479249.0,Standard,CAR,CAR
Daniel Renouf,BOS,27.0,1994-06-01,LD,Left,-,False,2021-07-29,27.0,,1.0,UFA,2022.0,850000.0,1.0,850000.0,850000.0,850000.0,0.0,8479252.0,Standard,DET,DET
Ethan Prow,-,28.0,1992-11-17,RD,Right,-,False,2021-07-29,28.0,,1.0,UFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479289.0,Standard,BUF,BUF
Kevin Rooney,CGY,28.0,1993-05-21,"LW, C, RW",Left,-,False,2020-10-09,27.0,,2.0,UFA,2022.0,750000.0,0.9,750000.0,800000.0,800000.0,0.0,8479291.0,Standard,NYR,NYR
Charlie Lindgren,WSH,27.0,1993-12-18,G,Right,-,False,2021-07-29,27.0,,1.0,UFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479292.0,Standard,STL,STL
Brandon Tanev,SEA,29.0,1991-12-31,"RW, LW",Left,-,False,2019-07-01,27.0,M-NTC,6.0,UFA,2025.0,3500000.0,4.3,3500000.0,3500000.0,2500000.0,1000000.0,8479293.0,Standard,SEA,SEA
Kyle Criscuolo,DET,29.0,1992-05-05,C,Right,-,True,2021-07-27,29.0,,2.0,UFA,2023.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479304.0,Standard,DET,DET
Nathan Todd,STL,25.0,1995-12-02,C,Right,-,False,2021-07-29,25.0,,1.0,RFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479309.0,Standard,STL,STL
Alex Lyon,FLA,28.0,1992-12-09,G,Left,-,False,2021-07-30,28.0,,1.0,UFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479312.0,Standard,CAR,CAR
Zach Sawchenko,CAR,23.0,1997-12-30,G,Left,-,False,2021-04-12,22.0,,2.0,UFANo QO,2022.0,725000.0,0.9,725000.0,750000.0,750000.0,0.0,8479313.0,Entry-Level,SJS,SJS
Matthew Tkachuk,FLA,23.0,1997-12-11,"LW, RW",Left,6 - Round 1 - 2016 (CGY),False,2019-09-25,21.0,,3.0,RFA,2022.0,7000000.0,8.6,7000000.0,9000000.0,9000000.0,0.0,8479314.0,Standard,CGY,CGY
Joey Anderson,TOR,23.0,1998-06-19,RW,Right,73 - Round 3 - 2016 (NJD),False,2020-10-30,22.0,,3.0,RFA,2023.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479315.0,Standard,TOR,TOR
Luke Kunin,SJS,23.0,1997-12-04,"RW, C",Right,15 - Round 1 - 2016 (MIN),False,2021-01-06,22.0,,2.0,RFA,2022.0,2300000.0,2.8,2300000.0,2300000.0,2300000.0,0.0,8479316.0,Standard,NSJ,NSJ
Ty Ronning,-,23.0,1997-10-20,RW,Right,201 - Round 7 - 2016 (NYR),False,2021-08-06,23.0,,1.0,UFANo QO,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479317.0,Standard,NYR,NYR
Auston Matthews,TOR,23.0,1997-09-17,C,Left,1 - Round 1 - 2016 (TOR),True,2019-02-05,21.0,,5.0,UFA,2024.0,11640250.0,14.6,11640250.0,10470000.0,750000.0,9720000.0,8479318.0,Standard,TOR,TOR
Maxime Lajoie,CAR,23.0,1997-11-05,LD,Left,133 - Round 5 - 2016 (OTT),False,2021-08-12,23.0,,1.0,RFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479320.0,Standard,CAR,CAR
Lucas Johansen,WSH,23.0,1997-11-16,LD,Left,28 - Round 1 - 2016 (WSH),False,2021-07-28,23.0,,1.0,RFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479321.0,Standard,WSH,WSH
Wade Allison,PHI,23.0,1997-10-14,RW,Right,52 - Round 2 - 2016 (PHI),False,2020-03-27,22.0,,2.0,RFA,2022.0,925000.0,1.1,1137500.0,925000.0,832500.0,92500.0,8479322.0,Entry-Level,PHI,PHI
Adam Fox,NYR,23.0,1998-02-17,RD,Right,66 - Round 3 - 2016 (CGY),False,2019-05-02,21.0,,3.0,RFA,2022.0,925000.0,1.2,1775000.0,925000.0,832500.0,92500.0,8479323.0,Entry-Level,NYR,NYR
Ryan Lindgren,NYR,23.0,1998-02-11,LD,Left,49 - Round 2 - 2016 (BOS),True,2021-05-10,23.0,,3.0,RFA,2024.0,3000000.0,3.7,3000000.0,2000000.0,2000000.0,0.0,8479324.0,Standard,NYR,NYR
Charlie McAvoy,BOS,23.0,1997-12-21,RD,Right,14 - Round 1 - 2016 (BOS),False,2019-09-15,21.0,,3.0,RFA,2022.0,4900000.0,6.0,4900000.0,7300000.0,7300000.0,0.0,8479325.0,Standard,BOS,BOS
Julien Gauthier,NYR,23.0,1997-10-15,RW,Right,21 - Round 1 - 2016 (CAR),True,2021-07-16,23.0,,1.0,RFA,2022.0,775000.0,1.0,775000.0,775000.0,775000.0,0.0,8479328.0,Standard,NYR,NYR
Frédéric Allard,LAK,23.0,1997-12-27,RD,Right,78 - Round 3 - 2016 (NSH),True,2021-07-26,23.0,,1.0,RFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479329.0,Standard,LAK,"LAK,NSJ"
Libor Hájek,NYR,23.0,1998-02-04,LD,Left,37 - Round 2 - 2016 (TBL),False,2021-09-04,23.0,,1.0,RFA,2022.0,874125.0,1.1,874125.0,874125.0,874125.0,0.0,8479333.0,Standard,NYR,NYR
Rasmus Asplund,BUF,23.0,1997-12-03,"LW, C",Left,33 - Round 2 - 2016 (BUF),False,2021-07-30,23.0,,2.0,RFA,2023.0,825000.0,1.0,825000.0,775000.0,775000.0,0.0,8479335.0,Standard,BUF,BUF
Carl Grundström,LAK,23.0,1997-12-01,"LW, RW",Left,57 - Round 2 - 2016 (TOR),True,2020-09-01,22.0,,2.0,RFA,2022.0,725000.0,0.9,725000.0,750000.0,750000.0,0.0,8479336.0,Standard,LAK,LAK
Alex DeBrincat,OTT,23.0,1997-12-18,"LW, RW",Right,39 - Round 2 - 2016 (CHI),True,2019-10-03,22.0,,3.0,RFA,2023.0,6400000.0,7.9,6400000.0,5100000.0,5100000.0,0.0,8479337.0,Standard,CHI,CHI
Markus Niemeläinen,EDM,23.0,1998-06-08,LD,Left,63 - Round 3 - 2016 (EDM),False,2020-04-30,22.0,,2.0,RFA,2022.0,817500.0,1.0,925000.0,842500.0,750000.0,92500.0,8479338.0,Entry-Level,EDM,EDM
Patrik Laine,CBJ,23.0,1998-04-19,"LW, RW",Right,2 - Round 1 - 2016 (WPG),False,2021-07-28,23.0,,1.0,RFA,2022.0,7500000.0,9.2,7500000.0,7500000.0,7500000.0,0.0,8479339.0,Standard,CBJ,CBJ
Cam Dineen,ARI,23.0,1998-06-19,LD,Left,68 - Round 3 - 2016 (ARI),False,2021-08-02,23.0,,1.0,UFANo QO,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479341.0,Standard,ARI,ARI
Chad Krys,-,23.0,1998-04-10,LD,Left,45 - Round 2 - 2016 (CHI),False,2019-03-25,21.0,,3.0,UFANo QO,2022.0,853333.0,1.1,925000.0,925000.0,832500.0,92500.0,8479342.0,Entry-Level,CHI,"CHI,TOR"
Clayton Keller,ARI,22.0,1998-07-29,"RW, LW",Left,7 - Round 1 - 2016 (ARI),True,2019-09-04,21.0,,8.0,UFA,2028.0,7150000.0,8.8,7150000.0,7000000.0,7000000.0,0.0,8479343.0,Standard,ARI,ARI
Jesse Puljujärvi,EDM,23.0,1998-05-07,RW,Right,4 - Round 1 - 2016 (EDM),True,2020-10-07,22.0,,2.0,RFA,2022.0,1175000.0,1.4,1175000.0,1450000.0,1450000.0,0.0,8479344.0,Standard,EDM,EDM
Jakob Chychrun,ARI,23.0,1998-03-31,LD/RD,Left,16 - Round 1 - 2016 (ARI),True,2018-11-13,21.0,,6.0,UFA,2025.0,4600000.0,5.8,4600000.0,5300000.0,5300000.0,0.0,8479345.0,Standard,ARI,ARI
Dillon Dubé,CGY,22.0,1998-07-20,"LW, RW",Left,56 - Round 2 - 2016 (CGY),False,2021-08-26,22.0,,3.0,RFA,2024.0,2300000.0,2.8,2300000.0,2200000.0,2200000.0,0.0,8479346.0,Standard,CGY,CGY
Tyler Benson,EDM,23.0,1998-03-15,"LW, RW",Left,32 - Round 2 - 2016 (EDM),False,2021-08-11,23.0,,1.0,RFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479347.0,Standard,EDM,EDM
Kale Clague,BUF,23.0,1998-06-05,LD/RD,Left,51 - Round 2 - 2016 (LAK),False,2021-08-06,23.0,,1.0,UFANo QO,2022.0,761250.0,0.9,761250.0,761250.0,761250.0,0.0,8479348.0,Standard,MTL,"LAK,MTL"
Tanner Kaspick,-,23.0,1998-01-28,C,Left,119 - Round 4 - 2016 (STL),True,2021-06-13,23.0,,1.0,UFANo QO,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479349.0,Standard,STL,STL
Matt Filipe,BOS,23.0,1997-12-31,"C, LW",Left,67 - Round 3 - 2016 (CAR),False,2020-08-16,22.0,,2.0,RFA,2022.0,817500.0,1.0,925000.0,842500.0,750000.0,92500.0,8479350.0,Entry-Level,BOS,BOS
Sam Steel,MIN,23.0,1998-02-03,"C, LW",Left,30 - Round 1 - 2016 (ANA),False,2021-08-06,23.0,,1.0,UFANo QO,2022.0,874125.0,1.1,874125.0,874125.0,874125.0,0.0,8479351.0,Standard,ANA,ANA
Brett Howden,VGK,23.0,1998-03-29,"C, LW",Left,27 - Round 1 - 2016 (TBL),True,2021-07-09,23.0,,1.0,UFANo QO,2022.0,885000.0,1.1,885000.0,885000.0,885000.0,0.0,8479353.0,Standard,VGK,VGK
Olli Juolevi,ANA,23.0,1998-05-05,LD,Left,5 - Round 1 - 2016 (VAN),False,2021-08-09,23.0,,1.0,UFANo QO,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479355.0,Standard,FLA,"DET,FLA"
Kieffer Bellows,PHI,23.0,1998-06-10,"LW, RW",Left,19 - Round 1 - 2016 (NYI),False,2021-10-12,23.0,,1.0,RFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479356.0,Standard,NYI,NYI
Carsen Twarynski,SEA,23.0,1997-11-24,LW,Left,82 - Round 3 - 2016 (PHI),False,2021-08-13,23.0,,1.0,RFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479358.0,Standard,SEA,SEA
Beck Malenstyn,WSH,23.0,1998-02-04,"C, LW",Left,145 - Round 5 - 2016 (WSH),True,2021-07-08,23.0,,1.0,RFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479359.0,Standard,WSH,WSH
Joseph Woll,TOR,22.0,1998-07-12,G,Left,62 - Round 3 - 2016 (TOR),True,2021-07-17,22.0,,1.0,RFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479361.0,Standard,TOR,TOR
Riley Tufte,DAL,23.0,1998-04-10,LW,Left,25 - Round 1 - 2016 (DAL),False,2019-04-17,21.0,,3.0,RFA,2022.0,925000.0,1.2,995833.0,925000.0,832500.0,92500.0,8479362.0,Entry-Level,DAL,DAL
Tim Gettinger,NYR,23.0,1998-04-14,"LW, RW",Left,141 - Round 5 - 2016 (NYR),False,2021-08-05,23.0,,1.0,RFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479364.0,Standard,NYR,NYR
Trent Frederic,BOS,23.0,1998-02-11,"C, LW",Left,29 - Round 1 - 2016 (BOS),True,2021-06-25,23.0,,2.0,RFA,2023.0,1050000.0,1.3,1050000.0,950000.0,950000.0,0.0,8479365.0,Standard,BOS,BOS
Logan Brown,STL,23.0,1998-03-05,"C, LW",Left,11 - Round 1 - 2016 (OTT),False,2021-09-18,23.0,,1.0,RFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479366.0,Standard,STL,STL
William Lockwood,VAN,23.0,1998-06-20,RW,Right,64 - Round 3 - 2016 (VAN),False,2020-03-19,22.0,,2.0,RFA,2022.0,842500.0,1.0,925000.0,842500.0,750000.0,92500.0,8479367.0,Entry-Level,VAN,VAN
Max Jones,ANA,23.0,1998-02-17,"LW, RW",Left,24 - Round 1 - 2016 (ANA),False,2021-08-09,23.0,,3.0,RFA,2024.0,1295000.0,1.6,1295000.0,1100000.0,1100000.0,0.0,8479368.0,Standard,ANA,ANA
Andrew Peeke,CBJ,23.0,1998-03-17,RD,Right,34 - Round 2 - 2016 (CBJ),False,2021-08-09,23.0,,2.0,RFA,2023.0,787500.0,1.0,787500.0,750000.0,750000.0,0.0,8479369.0,Standard,CBJ,CBJ
Tyson Jost,MIN,23.0,1998-03-14,"C, LW, RW",Left,10 - Round 1 - 2016 (COL),False,2021-07-30,23.0,,2.0,RFA,2023.0,2000000.0,2.5,2000000.0,1750000.0,1750000.0,0.0,8479370.0,Standard,COL,"COL,MIN"
Dante Fabbro,NSH,23.0,1998-06-20,RD,Right,17 - Round 1 - 2016 (NSH),False,2021-08-05,23.0,,2.0,RFA,2023.0,2400000.0,2.9,2400000.0,2400000.0,2400000.0,0.0,8479371.0,Standard,NSJ,NSJ
Josh Mahura,FLA,23.0,1998-05-05,LD/RD,Left,85 - Round 3 - 2016 (ANA),False,2021-08-09,23.0,,2.0,RFA,2023.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479372.0,Standard,ANA,ANA
Jonathan Dahlén,-,23.0,1997-12-20,"LW, RW",Left,42 - Round 2 - 2016 (OTT),False,2021-06-14,23.0,,1.0,UFANo QO,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479373.0,Standard,SJS,SJS
Will Bitten,STL,22.0,1998-07-10,"RW, C",Right,70 - Round 3 - 2016 (MTL),False,2021-08-07,22.0,,1.0,RFA,2022.0,840000.0,1.0,840000.0,840000.0,840000.0,0.0,8479375.0,Standard,MIN,"MIN,STL"
Victor Mete,TOR,23.0,1998-06-07,LD/RD,Left,100 - Round 4 - 2016 (MTL),False,2021-08-04,23.0,,1.0,UFANo QO,2022.0,1200000.0,1.5,1200000.0,1200000.0,1200000.0,0.0,8479376.0,Standard,OTT,OTT
Logan Stanley,WPG,23.0,1998-05-26,LD,Left,18 - Round 1 - 2016 (WPG),False,2021-08-04,23.0,,2.0,RFA,2023.0,900000.0,1.1,900000.0,800000.0,800000.0,0.0,8479378.0,Standard,WPG,WPG
Givani Smith,DET,23.0,1998-02-27,LW,Left,46 - Round 2 - 2016 (DET),False,2021-09-14,23.0,,2.0,RFA,2023.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479379.0,Standard,DET,DET
Nicholas Caamano,DAL,22.0,1998-09-07,"LW, RW",Left,146 - Round 5 - 2016 (DAL),False,2021-07-30,22.0,,1.0,RFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479381.0,Standard,DAL,DAL
Connor Bunnaman,FLA,23.0,1998-04-16,"C, LW",Left,109 - Round 4 - 2016 (PHI),False,2021-08-20,23.0,,2.0,RFA,2023.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479382.0,Standard,PHI,"PHI,FLA"
Boris Katchouk,CHI,23.0,1998-06-18,LW,Left,44 - Round 2 - 2016 (TBL),False,2021-07-31,23.0,,3.0,RFA,2024.0,758333.0,0.9,758333.0,750000.0,750000.0,0.0,8479383.0,Standard,TBL,"CHI,TBL"
Jordan Kyrou,STL,23.0,1998-05-05,RW,Right,35 - Round 2 - 2016 (STL),False,2021-08-03,23.0,,2.0,RFA,2023.0,2800000.0,3.4,2800000.0,2400000.0,2400000.0,0.0,8479385.0,Standard,STL,STL
Cameron Morrison,-,22.0,1998-08-27,C,Left,40 - Round 2 - 2016 (COL),False,2020-08-18,21.0,,2.0,UFANo QO,2022.0,925000.0,1.1,925000.0,925000.0,832500.0,92500.0,8479386.0,Entry-Level,CHI,CHI
Keaton Middleton,COL,23.0,1998-02-10,LD,Left,101 - Round 4 - 2016 (TOR),False,2021-03-30,22.0,,2.0,RFA,2022.0,742500.0,0.9,742500.0,785000.0,750000.0,35000.0,8479387.0,Entry-Level,COL,COL
Riley Stillman,VAN,23.0,1998-03-09,LD,Left,114 - Round 4 - 2016 (FLA),True,2021-04-25,23.0,,3.0,RFA,2024.0,1350000.0,1.7,1350000.0,1350000.0,1350000.0,0.0,8479388.0,Standard,CHI,CHI
Taylor Raddysh,CHI,23.0,1998-02-18,RW,Right,58 - Round 2 - 2016 (TBL),False,2021-07-30,23.0,,3.0,RFA,2024.0,758333.0,0.9,758333.0,750000.0,750000.0,0.0,8479390.0,Standard,TBL,"CHI,TBL"
Noah Gregor,SJS,22.0,1998-07-28,"LW, RW",Left,111 - Round 4 - 2016 (SJS),False,2021-09-13,22.0,,1.0,RFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479393.0,Standard,SJS,SJS
Carter Hart,PHI,22.0,1998-08-13,G,Left,48 - Round 2 - 2016 (PHI),False,2021-08-09,22.0,,3.0,RFA,2024.0,3979000.0,4.9,3979000.0,3479000.0,3200000.0,279000.0,8479394.0,Standard,PHI,PHI
Dennis Cholowski,NYI,23.0,1998-02-15,LD,Left,20 - Round 1 - 2016 (DET),False,2021-09-07,23.0,,1.0,UFANo QO,2022.0,900000.0,1.1,900000.0,900000.0,900000.0,0.0,8479395.0,Standard,WSH,"SEA,WSH"
